description,name,cluster_node,profile,value,read_only,is_disabled,is_specified,encrypted,export_configuration,export_key,export_path
Whether SecureTransport to report this kind of event state <true|false|required>. You can edit it from Setup->Axway Sentinel.,AxwaySentinel.States.State.enable.ENDED_TO_ACK,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Sentinel/States/State[@identifier=""22""]"
The full path of the directory for the SecureTransport Server to use for the Connect:Direct transfers. Specify a full absolute path from / (root) in UNIX or C:\ or another volume on Windows.,ConnectDirectTransferAgent.transfersFolder,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,configuration.xml,@transfersFolder,/Configuration/Modules/TransactionManager/ConnectDirectTransferAgent
Number of seconds that SecureTransport waits before the transfer times out.,ConnectDirectTransferAgent.commandTimeout,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,configuration.xml,@commandTimeout,/Configuration/Modules/TransactionManager/ConnectDirectTransferAgent
The path for the shared directory on the SecureTransport server.,AxwayTransferCFTAgent.localTransfersFolder,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,configuration.xml,@localTransfersFolder,/Configuration/Modules/TransactionManager/SynchronyTransferAgent
The path for the shared directory on the AxwayTransferCFT server.,AxwayTransferCFTAgent.remoteTransfersFolder,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,configuration.xml,@remoteTransfersFolder,/Configuration/Modules/TransactionManager/SynchronyTransferAgent
"The time duration for which server log information should be collected. Can be set in hours or as a period. For a period, specify (YYYY-MM-DDThh:mm:ss, YYYY-MM-DDThh:mm:ss) or (YYYY-MM-DDThh:mm:ss, now).",SupportTool.ServerLogDuration,UNSPECIFIED,Default,24,TRUE,FALSE,TRUE,FALSE,support-tool.properties,server_log_duration,NO value
"The time duration for which file tracking information should be collected. Can be set in hours or as a period. For a period, specify (YYYY-MM-DDThh:mm:ss, YYYY-MM-DDThh:mm:ss) or (YYYY-MM-DDThh:mm:ss, now).",SupportTool.FileTrackingDuration,UNSPECIFIED,Default,24,TRUE,FALSE,TRUE,FALSE,support-tool.properties,file_tracking_duration,NO value
"The time duration for which audit log information should be collected. Can be set in days or as a period. For a period, specify (YYYY-MM-DDThh:mm:ss, YYYY-MM-DDThh:mm:ss) or (YYYY-MM-DDThh:mm:ss, now).",SupportTool.AuditLogDuration,UNSPECIFIED,Default,720,TRUE,FALSE,TRUE,FALSE,support-tool.properties,audit_log_duration,NO value
Enable saving server configuration. Security sensitive information is not exported.,SupportTool.ExportServerConfig,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,export_server_config,NO value
Enable saving Windows Event Log or kernel messages.,SupportTool.CollectOSEventLog,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,collect_event_log,NO value
Enable saving information for the system free space.,SupportTool.CheckFreeSpace,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,check_free_space,NO value
Enable saving information about the running processes names from the underlying OS.,SupportTool.CollectRunningProcesses,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,collect_running_processes,NO value
"Enable saving information for the open files, OS version, CPU and the system configuration parameters.",SupportTool.CollectOSInfo,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,collect_OS_info,NO value
Enable saving TM Server thread dump.,SupportTool.GenerateThreadDump,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,generate_thread_dump,NO value
Enable saving TM Server heap dump.,SupportTool.GenerateHeapDump,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,generate_heap_dump,NO value
List of folders to export.,SupportTool.FoldersList,UNSPECIFIED,Default,'bin'#!#CVD#!#'conf'#!#CVD#!#'brules'#!#CVD#!#'lib'#!#CVD#!#'var/logs',TRUE,FALSE,TRUE,FALSE,support-tool.properties,folders_list,NO value
Enable saving all the files and folders specified in the table.,SupportTool.AllowExportingFolders,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,allow_exporting_folders,NO value
Support tool saves Server Log entries for the specified period.,SupportTool.AllowExportingServerLog,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,allow_exporting_server_log,NO value
Support tool saves File Tracking entries for the specified period.,SupportTool.AllowExportingFileTrackingLog,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,allow_exporting_file_tracking_log,NO value
Support tool saves Audit Log entries for the specified period.,SupportTool.AllowExportingAuditLog,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,support-tool.properties,allow_exporting_audit_log,NO value
List of files/folders to be excluded from exporting.,SupportTool.ExcludeFilesFoldersList,UNSPECIFIED,Default,certs#!#CVD#!#passwd,FALSE,FALSE,TRUE,FALSE,support-tool.properties,excluded_folders,NO value
"The support access code (SAC) is listed in your Axway Support Contract. If you have more than one SAC, be sure to specify the one associated with the support contract that covers this system. The code is included in the file name generated by the support tool.",SupportTool.AccessCode,UNSPECIFIED,Default,0,TRUE,FALSE,TRUE,FALSE,support-tool.properties,access_code,NO value
Directory where the support tool creates the support information file. ${FILEDRIVEHOME} evaluates to SecureTransport installation folder.,SupportTool.OutputDirectory,UNSPECIFIED,Default,${FILEDRIVEHOME}/'support',TRUE,FALSE,TRUE,FALSE,support-tool.properties,output_directory,NO value
Ftpd enabled ciphersuites.,Ftp.Listeners.Ssl.enabledCipherSuites,UNSPECIFIED,Default,"SSL_DHE_RSA_WITH_AES_256_CBC_SHA, SSL_RSA_WITH_AES_256_CBC_SHA, SSL_DHE_DSS_WITH_AES_128_CBC_SHA, SSL_DHE_DSS_WITH_AES_256_CBC_SHA, SSL_DHE_RSA_WITH_AES_128_CBC_SHA, SSL_RSA_WITH_AES_128_CBC_SHA, SSL_DHE_RSA_WITH_3DES_EDE_CBC_SHA, SSL_RSA_WITH_3DES_EDE_CBC_SHA, SSL_RSA_WITH_RC4_128_SHA, SSL_RSA_WITH_RC4_128_MD5, SSL_DHE_RSA_WITH_DES_CBC_SHA, SSL_RSA_WITH_DES_CBC_SHA, SSL_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA, SSL_RSA_EXPORT_WITH_DES40_CBC_SHA, SSL_RSA_EXPORT_WITH_RC4_40_MD5, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256",FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enabled cipher suites.,Http.Ssl.EnabledCipherSuites,UNSPECIFIED,Default,"SSL_RSA_WITH_AES_256_CBC_SHA256, SSL_DHE_RSA_WITH_AES_256_CBC_SHA256, SSL_DHE_DSS_WITH_AES_256_CBC_SHA, SSL_DHE_DSS_WITH_AES_256_CBC_SHA256, SSL_DHE_RSA_WITH_AES_256_CBC_SHA, SSL_RSA_WITH_AES_256_CBC_SHA, TLS_EMPTY_RENEGOTIATION_INFO_SCSV, SSL_RSA_WITH_3DES_EDE_CBC_SHA, SSL_DHE_RSA_WITH_3DES_EDE_CBC_SHA, SSL_RSA_WITH_AES_128_CBC_SHA256, SSL_DHE_RSA_WITH_AES_128_CBC_SHA256, SSL_DHE_DSS_WITH_3DES_EDE_CBC_SHA, SSL_DHE_DSS_WITH_AES_128_CBC_SHA256, SSL_DHE_DSS_WITH_AES_128_CBC_SHA, SSL_DHE_RSA_WITH_AES_128_CBC_SHA, SSL_RSA_WITH_AES_128_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256",FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The supported MAC algorithms for ssh,Ssh.AllowedMacs,UNSPECIFIED,Default,"hmac-sha1, hmac-md5, hmac-sha1-96, hmac-md5-96, hmac-sha256, hmac-sha256@ssh.com, hmac-sha2-256",FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enforces delegated administrators to specify path under some of their assigned business units when creating Shared Folder application.,SharedFoldersInsideBusinessUnitFolder,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The default value for sending threshold time property is 5000. Supported only for Standard Cluster.,Cluster.sendingThresholdTime,UNSPECIFIED,Default,5000,FALSE,FALSE,TRUE,FALSE,configuration.xml,@sendingThresholdTime,/Configuration/Modules/Cluster
This is the ST installation home directory. This parameter is supported only for Standard Cluster.,Cluster.File.sentinelFile.relative,UNSPECIFIED,Default,fdHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,"/Configuration/Modules/Cluster/File[@alias=""sentinelFile""]"
Configures the name and location of the cluster_state file. The location is relative to Cluster.File.clusterStateFile.relative. This parameter is supported only for Standard Cluster.,Cluster.File.clusterStateFile.path,UNSPECIFIED,Default,/var/tmp/cluster_state,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/Modules/Cluster/File[@alias=""clusterStateFile""]"
Configures the client authentication. The default value is true. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Ssl.clientAuth,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,configuration.xml,@clientAuth,/Configuration/Modules/Cluster/Listeners/Ssl
"Cipher suites for transfers using AS2, FTPS, HTTPS, and PeSIT over secured socket. The default value is TLS_DHE_RSA_WITH_AES_256_CBC_SHA. This parameter is supported only for Standard Cluster.",Cluster.Listeners.Ssl.enabledCipherSuites,UNSPECIFIED,Default,"SSL_RSA_WITH_AES_256_CBC_SHA, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256",FALSE,FALSE,TRUE,FALSE,configuration.xml,@enabledCipherSuites,/Configuration/Modules/Cluster/Listeners/Ssl
"The SecureTransport SSH server supports the protocol version and the following SSH file
					  transfer features: Secure Copy (SCP) and Secure File Transfer Protocol (SFTP). You can select one or both of Enable Secure File Transfer Protocol (SFTP) and Enable
					  Secure Copy (SCP) through admin GUI.",Ssh.Enable,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Ssh/Listeners/Listener[@ssl=""true""]"
"Secure File Transfer Protocol (SFTP) is a protocol for transferring files over an encrypted
					  SSH channel. It's accessible through admin GUI (Operations->Server Control and select the Enable Secure File Transfer Protocol (SFTP) checkbox).",Ssh.Sftp.enable,UNSPECIFIED,Default,TRUE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,/Configuration/Modules/Ssh/Sftp
Delay interval within which a file is allowed to be in process. Folder Monitor picks up only files that have not been modified during the specified interval.,FolderMonitor.fileDelayInterval,UNSPECIFIED,Default,5,FALSE,FALSE,TRUE,FALSE,configuration.xml,@fileDelayInterval,/Configuration/Modules/FolderMonitor
User Agent black list specified as a regular expression.,Http.UserAgentBlackList,UNSPECIFIED,Default,(^SecureTransport FDX),FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Type a shutdown port for AS2 server.It's accessible through admin GUI (Operations->Server Control). The default port is 8006.,As2.shutdownPort,UNSPECIFIED,Default,8006,TRUE,FALSE,TRUE,FALSE,as2d.server.xml,@port,/Server
The port on the frontend to use for returning an asynchronous MDN receipt  [accessible through admin GUI].,As2.NonSSL.Listener.Port,UNSPECIFIED,Default,10080,TRUE,FALSE,TRUE,FALSE,configuration.xml,@port,"/Configuration/Modules/As2/Listeners/Listener[@ssl=""false""]"
The port on the frontend to use for returning an asynchronous MDN receiptover ssl [accessible through admin GUI].,As2.SSL.Listener.Port,UNSPECIFIED,Default,10443,TRUE,FALSE,TRUE,FALSE,configuration.xml,@port,"/Configuration/Modules/As2/Listeners/Listener[@ssl=""true""]"
Specify the key alias for SSL server. It's accessible through admin UI (Operations->Server Control -> AS2 Server section.),As2.Listeners.Ssl.keyAlias,UNSPECIFIED,Default,sfx.costco.com_APP_2023,TRUE,FALSE,TRUE,FALSE,configuration.xml,@keyAlias,/Configuration/Modules/As2/Listeners/Ssl
Maximum file sizes for sending. The default maximum file size is 50 megabytes.,As2.Sender.maxContentLength,UNSPECIFIED,Default,50,TRUE,FALSE,TRUE,FALSE,configuration.xml,@maxContentLength,/Configuration/Modules/As2/Sender
Alias name for the Sender's directory. The default name is fileCache.,As2.Sender.directory.alias,UNSPECIFIED,Default,fileCache,FALSE,FALSE,TRUE,FALSE,configuration.xml,@alias,/Configuration/Modules/As2/Sender/directory
Maximum file sizes for receiving. The default maximum file size is 50 megabytes.,As2.Receiver.maxContentLength,UNSPECIFIED,Default,50,TRUE,FALSE,TRUE,FALSE,configuration.xml,@maxContentLength,/Configuration/Modules/As2/Receiver
Asynchronous receipt /mdn sub directory.,As2.AsyncReceipt.asyncMdnSubDirectory,UNSPECIFIED,Default,pending-mdn,FALSE,FALSE,TRUE,FALSE,configuration.xml,@asyncMdnSubDirectory,/Configuration/Modules/As2/AsyncReceipt
Location of the SmHost.conf file.,Siteminder.smHostPath,UNSPECIFIED,Default,NO value,TRUE,FALSE,FALSE,FALSE,configuration.xml,@smHostPath,/Configuration/Modules/Siteminder
Accounting port of the SiteMinder policy server.,Siteminder.PolicyServers.PolicyServer.accountingPort,UNSPECIFIED,Default,44441,TRUE,FALSE,TRUE,FALSE,configuration.xml,@accountingPort,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""1""]"
Authorization port of the SiteMinder policy server.,Siteminder.PolicyServers.PolicyServer.authorizationPort,UNSPECIFIED,Default,44443,TRUE,FALSE,TRUE,FALSE,configuration.xml,@authorizationPort,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""1""]"
The amount of time (in seconds) that a SiteMinder connection can be idle before it is closed. The default is 30 seconds. This is independent of user session timeout.,Siteminder.PolicyServers.PolicyServer.timeout,UNSPECIFIED,Default,30,TRUE,FALSE,TRUE,FALSE,configuration.xml,@timeout,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""1""]"
"Enable the second SiteMinder module. In order to do this, go to Setup->SiteMinder Settings and see the checkbox left to Enable SiteMinder Module.",Siteminder.PolicyServers.Second.PolicyServer.enable,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""2""]"
Authorization port of the second SiteMinder policy server.,Siteminder.PolicyServers.Second.PolicyServer.authorizationPort,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,configuration.xml,@authorizationPort,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""2""]"
LDAP User Directory of the second SiteMinder policy server.,Siteminder.PolicyServers.Second.PolicyServer.ldapUserDirectory,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,configuration.xml,@ldapUserDirectory,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""2""]"
The minimum number of concurrent connections for the second module that can be opened.,Siteminder.PolicyServers.Second.PolicyServer.minConnections,UNSPECIFIED,Default,1,FALSE,FALSE,TRUE,FALSE,configuration.xml,@minConnections,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""2""]"
Password of the administrator of the third SiteMinder policy server.,Siteminder.PolicyServers.Third.PolicyServer.adminPassword,UNSPECIFIED,Default,NO value,FALSE,TRUE,TRUE,TRUE,configuration.xml,@adminPassword,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""3""]"
Authorization port of the third SiteMinder policy server.,Siteminder.PolicyServers.Third.PolicyServer.authorizationPort,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,configuration.xml,@authorizationPort,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""3""]"
LDAP User Directory of the third SiteMinder policy server.,Siteminder.PolicyServers.Third.PolicyServer.ldapUserDirectory,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,configuration.xml,@ldapUserDirectory,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""3""]"
The minimum number of concurrent connections for the third module that can be opened.,Siteminder.PolicyServers.Third.PolicyServer.minConnections,UNSPECIFIED,Default,1,FALSE,FALSE,TRUE,FALSE,configuration.xml,@minConnections,"/Configuration/Modules/Siteminder/PolicyServers/PolicyServer[@order=""3""]"
"Case sensitivity depends on the Siteminder.UserAttributesMap.commonCaseAttr parameter. Valid values are disabled, which causes case sensitive
					  authentication, and enabled, which causes case insensitive authentication with the
					  user name converted according to the value of
					  Users.LoginNames.normalizedCaseInsensitiveUsername.",Siteminder.UserAttributesMap.commonCaseAttr,UNSPECIFIED,Default,disabled,FALSE,FALSE,TRUE,FALSE,configuration.xml,@commonCaseAttr,/Configuration/Modules/Siteminder/UserAttributesMap
"The numeric group ID (GID) of a user that has full read/write access
					  to the directory specified in the File Storage Root Path and its
					  subdirectories. If no UID or GID are supplied by SiteMinder, these
					  defaults are used for all file operations (including ownership of new
					  files) performed by SecureTransport for users authenticated by
					  SiteMinder.",Siteminder.UserAttributesMap.gidAttr,UNSPECIFIED,Default,fdxGid,TRUE,FALSE,TRUE,FALSE,configuration.xml,@gidAttr,/Configuration/Modules/Siteminder/UserAttributesMap
"SiteMinder returns information about the user as name=value pairs.
					  The home folder, user ID, and group ID attributes define the name
					  part of the pair. If these attributes are left blank, the default home
					  folder, local user ID, and local group ID are used.",Siteminder.UserAttributesMap.uidAttr,UNSPECIFIED,Default,fdxUid,TRUE,FALSE,TRUE,FALSE,configuration.xml,@uidAttr,/Configuration/Modules/Siteminder/UserAttributesMap
"Alias name which may be referenced by other
           			  directory or file elements which are relative to it. The default path for receipt is /as2.",Directories.Directory.as2dTomcatBase.path,UNSPECIFIED,Default,/as2,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/System/Directories/Directory[@alias=""as2dTomcatBase""]"
"Alias name which may be referenced by other
            directory or file elements which are relative to it. The default relative path is tomcatHome.",Directories.Directory.as2dTomcatBase.relative,UNSPECIFIED,Default,tomcatHome,FALSE,FALSE,TRUE,FALSE,configuration.xml,@relative,"/Configuration/System/Directories/Directory[@alias=""as2dTomcatBase""]"
"To store the overwrite information in a different directory relative to FILEDRIVEHOME, set
					  the value of the Directories.Directory.exportHome.path parameter on the Server
					  Configuration page to the relative path name for the directory. The default value is
					  /var/tmp. ",Directories.Directory.exportHome.path,UNSPECIFIED,Default,/var/tmp,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/System/Directories/Directory[@alias=""exportHome""]"
Configuration property name for the private key directory.The default value is /lib/certs/private.,CertificateStores.LocalCertificateStore.Directory.privateKeyDir.path,UNSPECIFIED,Default,/lib/certs/private,FALSE,FALSE,TRUE,FALSE,configuration.xml,@path,"/Configuration/System/CertificateStores/LocalCertificateStore/Directory[@alias=""privateKeyDir""]"
Unique certificates.,CertificateStores.PartnerCertificateStore.uniqueCerts,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,configuration.xml,@uniqueCerts,/Configuration/System/CertificateStores/PartnerCertificateStore
The keystore provider for trusted certificates. By default is ST.,CertificateStores.TrustedCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,FALSE,FALSE,TRUE,FALSE,configuration.xml,@provider,/Configuration/System/CertificateStores/TrustedCertificateStore/Keystore
The keystore provider for trusted certificates. By default is ST.,CertificateStores.PartnerCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,FALSE,FALSE,TRUE,FALSE,configuration.xml,@provider,/Configuration/System/CertificateStores/PartnerCertificateStore/Keystore
The keystore provider for trusted certificates. By default is ST.,CertificateStores.AccountLocalCertificateStore.Keystore.provider,UNSPECIFIED,Default,ST,FALSE,FALSE,TRUE,FALSE,configuration.xml,@provider,/Configuration/System/CertificateStores/AccountLocalCertificateStore/Keystore
Define a partner certificate store where partner PGP certificates are stored. Possible values are PGPKeyring and PGPKeystore.,CertificateStores.PartnerPGPCertificateStore.Keystore.type,UNSPECIFIED,Default,PGPKeyring,FALSE,FALSE,TRUE,FALSE,configuration.xml,@type,/Configuration/System/CertificateStores/PartnerPGPCertificateStore/Keystore
A serial number increased every time a new certificate is generated in SecureTransport. Update it after a certificate authority is imported. Requires restart of all SecureTransport servers.,CertificateStores.CertificateAuthority.serialNo,UNSPECIFIED,Default,ca,FALSE,FALSE,TRUE,FALSE,configuration.xml,@serialNo,/Configuration/System/CertificateStores/CertificateAuthority
Configures the poll interval. It's 1 millisecond by default.,EventQueue.pollInterval,UNSPECIFIED,Default,1,FALSE,FALSE,TRUE,FALSE,configuration.xml,@pollInterval,/Configuration/System/EventQueue
The time in seconds that SecureTransport waits after a transfer fails before retrying it. ,EventQueue.retryDelayInterval,UNSPECIFIED,Default,120,FALSE,FALSE,TRUE,FALSE,configuration.xml,@retryDelayInterval,/Configuration/System/EventQueue
How much time (in milliseconds) a thread from the thread pool should stay idle before it's stopped.,EventQueue.ThreadPools.ThreadPool.idleTime,UNSPECIFIED,Default,60,FALSE,FALSE,TRUE,FALSE,configuration.xml,@idleTime,/Configuration/System/EventQueue/ThreadPools/ThreadPool
"Controls the conversion of user names entered during login. Valid values are:
					  - lower – The user name is converted by mapping all alphabetic character to
					  lower case. This is the default.
					  -upper – The user name is converted by mapping all alphabetic character to
					  upper case.
					  -none – The user name is not converted.",Users.LoginNames.normalizedCaseInsensitiveUsername,UNSPECIFIED,Default,lower,FALSE,FALSE,TRUE,FALSE,configuration.xml,@normalizedCaseInsensitiveUsername,/Configuration/System/LoginNames
Defines the file buffer size.,TransactionManager.fileIOBufferSizeInKB,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,configuration.xml,@fileIOBufferSizeInKB,/Configuration/Modules/TransactionManager
Boolean to indicate if client authentication is enabled. The default value is true.,TransactionManager.Listeners.Ssl.clientAuth,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,configuration.xml,@clientAuth,/Configuration/Modules/TransactionManager/Listeners/Ssl
"The time in seconds that a server is down before the Monitor server stops checking the server and attempting to restart it. The default is 15 seconds. Once the Monitor server stops attempting to restart a service, you must restart it manually. This parameter is supported only for Standard Cluster.",Cluster.ServiceStatusChecks.serviceExpireTime,UNSPECIFIED,Default,15,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Specifies a timeout that determines how long a secondary server waits before
					  declaring itself the primary server. The default value is 60000 milliseconds. This parameter is supported for Standard Cluster.",Cluster.connectionTimeout,UNSPECIFIED,Default,60000,FALSE,FALSE,TRUE,FALSE,configuration.xml,@connectionTimeout,/Configuration/Modules/Cluster
Retry certain SQL queries if database deadlock condition causes rollback. Defines the number of retries.,Server.RetryOnDeadlockCount,UNSPECIFIED,Default,3,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Enable/disable reverse DNS lookups for the protocol daemons. <on|off>. It applies for HTTP, FTP and SSH daemons only. SSH needs restart after a modification to apply the configuration changes, for HTTP and FTP only bounce is enough.",Server.ReverseDNSLookups,UNSPECIFIED,Default,off,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enables and disables Diffie-Hellman-group-exchange-sha1 key exchange for Server-initiated transfers for the SSH daemon only. This option is ignored if FIPS mode is turned on and the KEX Algorithm will be promoted. Possible values are: true | false. The default one is false.,Ssh.SIT.SupportGroupExchangeSHA1,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Sets the minimum processing bandwith for incoming HTTP requests. If an incoming request drops below the specified minimum bandwidth more than a specified number of times (see Http.Monitor.IterationCount), the connection is reset. Possible values: <number of bytes per second> | 0. Default value is 0. If the value is set to 0 - the request monitor service is disabled.",Http.Request.MinBandwidth,UNSPECIFIED,Default,0,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Path to the directory path icon used in the http templates. The path should be relative to <FDH>/share/ftdocs.,Http.DirPathIcon,UNSPECIFIED,Default,/icons/dirpath.gif,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Path to the directory space icon used in the http templates. The path should be relative to <FDH>/share/ftdocs.,Http.DirSpaceIcon,UNSPECIFIED,Default,/icons/dirspace.gif,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
"Should aliases be authenticated. Setting to off will improve performance. Aliases are anything present in /icons and /html. 
         			  Setting to off also allows modification of the login page images prior to authentication of the user.",Http.FdxAuthAliases,UNSPECIFIED,Default,off,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Define a partner certificate store where partner PGP certificates are stored. Possible values are PGPKeyring and PGPKeystore.,CertificateStores.AccountLocalPGPCertificateStore.Keystore.type,UNSPECIFIED,Default,PGPKeyring,FALSE,FALSE,TRUE,FALSE,configuration.xml,@type,/Configuration/System/CertificateStores/AccountLocalPGPCertificateStore/Keystore
The time in seconds SecureTransport keeps the user account information cached in memory.Changes made to an account do not show up until after the cache is refreshed.,TransactionManager.AccountContextAgent.cacheTimeout,UNSPECIFIED,Default,900,FALSE,FALSE,TRUE,FALSE,configuration.xml,@cacheTimeout,/Configuration/Modules/TransactionManager/AccountContextAgent
"To enable HTTP, go to Operations->Server Control and select the Enable HTTP check box.",HttpEnabled,UNSPECIFIED,Default,FALSE,TRUE,FALSE,TRUE,FALSE,configuration.xml,@enable,"/Configuration/Modules/Http/Listeners/Listener[@ssl=""false""]"
Enables and disables Diffie-Hellman-group-exchange-sha256 key exchange for Server-initiated transfers for the SSH daemon only. This option is ignored if FIPS mode is turned on and the KEX Algorithm will not be promoted. Possible values are: true | false. The default one is true.,Ssh.SIT.SupportGroupExchangeSHA256,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Defines the maximum size in kilobytes(KB) for protocol commands logging during SIT transfers. If this value is reached protocol commands logging will be stopped for the current transfer.Default value is -1 which means unlimited logging. For limited protocol commands logging set this value to any positive number greater than 0.,TransactionManager.DetailedProtocolCommandsLogging.MaxSize,UNSPECIFIED,Default,-1,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Enable|Disable SSL for this listener. The default value is true which means it's enabled by default. This parameter is supported only for Standard Cluster.,Cluster.Listeners.Listener.ssl.SSL,UNSPECIFIED,Default,TRUE,FALSE,FALSE,TRUE,FALSE,configuration.xml,@ssl,/Configuration/Modules/Cluster/Listeners/Listener
"When transferring files over PeSIT protocol in ASCII mode, SecureTransport counts the number of characters on each line and stores them in memory. When transfer is finished, this data is stored on the file system. This parameter limits the number of line counters stored in memory (each counter is 4 bytes) before the data gets flushed to file. Increasing this parameter can improve performance but will increase the memory usage by the TM and the PeSIT daemon. Allowed values are greater or equal to 1024. The default value is 32768.",Pesit.ASCII.recordsInfo.bulk.size,UNSPECIFIED,Default,32768,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Specifies whether to accept a request to subscribe an account to an application when there is no business unit in common between them. Available values: true | false.,CrossBusinessUnitSubscription.enable,UNSPECIFIED,Default,FALSE,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
Web passwords compatibility mode.,Http.Password.Compatibility.Mode,UNSPECIFIED,Default,NO value,FALSE,FALSE,FALSE,FALSE,NO value,NO value,NO value
"Specifies the maximum length in characters of the password in an authentication request. If an authentication request contains a password that exceeds the specified limit, the request will be discarded and a generic error will be returned to the client.",Http.Authentication.MaxPasswordLength,UNSPECIFIED,Default,NO value,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
The enabled ssl protocols.,As2.Listeners.Ssl.protocols,UNSPECIFIED,Default,TLS,FALSE,FALSE,TRUE,FALSE,configuration.xml,@protocol,/Configuration/Modules/As2/Listeners/Ssl
Number of times an event submission will be retried if rejected by the TM.,Streaming.Event.maxRetries,UNSPECIFIED,Default,30,FALSE,FALSE,TRUE,FALSE,NO value,NO value,NO value
